Fecha,Waypoints,Especie,Nro_individuo,R_cab_ojo,Length,Record,Maturity
19-Apr-22,1502/Colombo,Mero,2,2.91751359,219.8827657,520,290
19-Apr-22,1502/Colombo,Mero,3,3.256811798,310.4946951,520,290
19-Apr-22,1502/Colombo,Mero,4,3.085944266,262.2073481,520,290
19-Apr-22,1502/Colombo,Mero,5,2.979244991,234.8079246,520,290
19-Apr-22,1502/Colombo,Mero,6,3.351763135,339.7818826,520,290
19-Apr-22,1502/Colombo,Mero,7,3.018443793,244.6349343,520,290
19-Apr-22,1502/Colombo,Mero,8,3.424301111,363.3839135,520,290
19-Apr-22,1502/Colombo,Mero,9,3.293460579,321.5860082,520,290
19-Apr-22,1502/Colombo,Mero,10,3.572201317,414.9205875,520,290
8-Feb-23,PSU,Mero,1,4.776919923,1032.36578,520,290
8-Feb-23,PSU,Mero,2,5.242585661,1382.108234,520,290
8-Feb-23,PASAL,Mero,1,2.989693322,237.4004915,520,290
8-Feb-23,PASAL,Mero,2,3.396277448,354.1376272,520,290
8-Feb-23,1856,Mero,1,4.103446035,640.9506778,520,290
8-Feb-23,1860,Mero,1,3.815495658,510.1725468,520,290
8-Feb-23,1860,Mero,2,3.460133078,375.4443079,520,290
8-Feb-23,1860,Mero,3,3.688502162,458.7827844,520,290
21-Feb-23,1865,Mero,1,3.279620269,317.3662275,520,290
21-Feb-23,1865,Mero,2,3.609519707,428.6686391,520,290
21-Feb-23,1865,Mero,3,3.012987013,243.2504655,520,290
21-Feb-23,1865,Mero,4,2.725816853,177.6693498,520,290
21-Feb-23,1865,Mero,5,4.014354297,598.3067848,520,290
21-Feb-23,1865,Mero,6,3.722298729,472.0972847,520,290
21-Feb-23,1865,Mero,7,3.385944855,350.7692835,520,290
21-Feb-23,1865,Mero,8,2.864634934,207.6231568,520,290
21-Feb-23,1865,Mero,9,3.602536543,426.0728047,520,290
21-Feb-23,1872,Mero,1,3.448882767,371.6287477,520,290
21-Feb-23,1872,Mero,2,4.12500123,651.5704018,520,290
15-Apr-19,464,Papamoscas,,4.942630185,358.7125949,550,285
15-Apr-19,464,Papamoscas,,3.688666667,292.54094,550,285
15-Apr-19,464,Papamoscas,,3.440599769,279.4504498,550,285
15-Apr-19,464,Papamoscas,,3.170731707,265.2095122,550,285
15-Apr-19,464,Papamoscas,,4.381987578,329.1274845,550,285
15-Apr-19,464,Papamoscas,,4.4375,332.056875,550,285
15-Apr-19,464,Papamoscas,,4.022154316,310.1390833,550,285
15-Apr-19,464,Papamoscas,,4.450819672,332.7597541,550,285
15-Apr-19,464,Papamoscas,,4.007155635,309.3476029,550,285
15-Apr-19,464,Papamoscas,,3.310915675,272.6070202,550,285
15-Apr-19,464,Papamoscas,,4.644194757,342.9641573,550,285
8-May-19,476,Papamoscas,,3.883495146,302.8220389,550,285
8-May-19,476,Papamoscas,,4.994134897,361.4304985,550,285
8-May-19,477,Papamoscas,,3.017993457,257.1495147,550,285
8-May-19,477,Papamoscas,,4.106299213,314.5794095,550,285
8-May-19,477,Papamoscas,,3.18,265.6986,550,285
8-May-19,477,Papamoscas,,4.553827751,338.1954904,550,285
8-May-19,477,Papamoscas,,3.280653951,271.010109,550,285
8-May-19,478,Papamoscas,,5.019230769,362.7548077,550,285
8-May-19,479,Papamoscas,,5.516154452,388.9774704,550,285
8-May-19,480,Papamoscas,,3.6,287.862,550,285
8-May-19,481,Papamoscas,,4.511819116,335.9786948,550,285
24-Jan-20,590,Papamoscas,,2.848130523,248.1858477,550,285
24-Jan-20,590,Papamoscas,,3.228593331,268.2628701,550,285
24-Jan-20,590,Papamoscas,,3.409947805,277.8329457,550,285
24-Jan-20,590,Papamoscas,,3.364329822,275.4256847,550,285
24-Jan-20,590,Papamoscas,,3.102997859,261.635197,550,285
7-Feb-20,610/PAL3,Papamoscas,,3.478708498,281.4614474,550,285
7-Feb-20,610/PAL3,Papamoscas,,3.509028433,283.0614304,550,285
7-Feb-20,614/PAFE,Papamoscas,,3.508745411,283.0464953,550,285
7-Feb-20,614/PAFE,Papamoscas,,4.069884928,312.6578277,550,285
7-Feb-20,614/PAFE,Papamoscas,,3.556003394,285.5402991,550,285
7-Feb-20,614/PAFE,Papamoscas,,3.321764706,273.1795235,550,285
7-Feb-20,614/PAFE,Papamoscas,,3.836424958,300.338145,550,285
7-Feb-20,614/PAFE,Papamoscas,,3.149991507,264.1150518,550,285
7-Feb-20,614/PAFE,Papamoscas,,3.464791756,280.727061,550,285
7-Feb-20,614/PAFE,Papamoscas,,3.998848369,308.9092284,550,285
7-Feb-20,614/PAFE,Papamoscas,,4.693327239,345.5568784,550,285
7-Feb-20,615/Colombo,Papamoscas,,4.5,335.355,550,285
7-Feb-20,615/Colombo,Papamoscas,,3.842105263,300.6378947,550,285
7-Feb-20,616/PAL,Papamoscas,,4.53,336.9381,550,285
7-Feb-20,617/PNU,Papamoscas,,5.257340242,375.3198446,550,285
7-Feb-20,617/PNU,Papamoscas,,3.599132321,287.8162126,550,285
7-Feb-20,620/PAFE-Repetición,Papamoscas,,3.482478006,281.6603644,550,285
7-Feb-20,624/PL2,Papamoscas,,4.736262122,347.8225522,550,285
7-Feb-20,624/PL2,Papamoscas,,4.218212766,320.4850877,550,285
7-Feb-20,624/PL2,Papamoscas,,3.442533387,279.5524868,550,285
7-Feb-20,624/PL2,Papamoscas,,3.398485676,277.2280891,550,285
7-Feb-20,624/PL2,Papamoscas,,3.437220566,279.2721293,550,285
7-Feb-20,624/PL2,Papamoscas,,3.773943889,297.041019,550,285
7-Feb-20,624/PL2,Papamoscas,,3.191172172,266.2881555,550,285
7-Feb-20,624/PL2,Papamoscas,,3.497812441,282.4695625,550,285
7-Feb-20,624/PL2,Papamoscas,,3.902682332,303.8345467,550,285
7-Feb-20,624/PL2,Papamoscas,,3.551905025,285.3240282,550,285
7-Feb-20,624/PL2,Papamoscas,,3.871879287,302.20907,550,285
7-Feb-20,624/PL2,Papamoscas,,3.084569853,260.6627511,550,285
7-Feb-20,627/Colombo,Papamoscas,,3.58302431,286.9661928,550,285
7-Feb-20,627/Colombo,Papamoscas,,5.064580559,365.1479161,550,285
7-Feb-20,629/profundidad,Papamoscas,,3.313131313,272.7239394,550,285
17-Jan-21,418,Papamoscas,1,3.808353525,298.8568155,550,285
17-Jan-21,418,Papamoscas,2,3.780427217,297.3831442,550,285
17-Jan-21,418,Papamoscas,3,4.680781408,344.8948349,550,285
17-Jan-21,418,Papamoscas,4,3.756104303,296.0996241,550,285
17-Jan-21,418,Papamoscas,5,4.816125,352.0369163,550,285
17-Jan-21,418,Papamoscas,6,4.800281096,351.2008335,550,285
17-Jan-21,418,Papamoscas,7,4.726225279,347.292908,550,285
17-Jan-21,418,Papamoscas,8,4.972267964,360.2765805,550,285
17-Jan-21,421,Papamoscas,1,3.43568873,279.1912943,550,285
17-Jan-21,421,Papamoscas,23,3.444846293,279.6745389,550,285
17-Jan-21,421,Papamoscas,4,2.829126977,247.1830306,550,285
17-Jan-21,421,Papamoscas,5,2.898767581,250.8579653,550,285
17-Jan-21,421,Papamoscas,6,4.02103776,310.0801626,550,285
17-Jan-21,421,Papamoscas,7,3.267550784,270.3186549,550,285
17-Jan-21,421,Papamoscas,8,3.627005161,289.2870624,550,285
17-Jan-21,421,Papamoscas,9,3.621559633,288.9997018,550,285
17-Jan-21,423,Papamoscas,1,3.701333814,293.2093854,550,285
17-Jan-21,423,Papamoscas,2,2.896368937,250.7313888,550,285
17-Jan-21,423,Papamoscas,3,3.49860056,282.5111515,550,285
17-Jan-21,423,Papamoscas,4,4.249146072,322.1174382,550,285
17-Jan-21,423,Papamoscas,5,4.035277842,310.8316117,550,285
17-Jan-21,423,Papamoscas,6,3.26193634,270.0223806,550,285
17-Jan-21,423,Papamoscas,7,3.835902405,300.3105699,550,285
17-Jan-21,423,Papamoscas,8,3.544683258,284.9429355,550,285
17-Jan-21,423,Papamoscas,9,3.820428674,299.4940211,550,285
17-Jan-21,423,Papamoscas,10,3.336847846,273.9754608,550,285
17-Jan-21,423,Papamoscas,11,3.479428118,281.4994218,550,285
17-Jan-21,423,Papamoscas,12,4.035214255,310.8282563,550,285
17-Jan-21,423,Papamoscas,13,2.559414614,232.9503092,550,285
17-Jan-21,423,Papamoscas,14,2.561684211,233.0700758,550,285
17-Jan-21,424,Papamoscas,1,4.050415661,311.6304344,550,285
17-Jan-21,424,Papamoscas,2,6.010993485,415.0901262,550,285
17-Jan-21,424,Papamoscas,3,4.293363499,324.4507919,550,285
17-Jan-21,424,Papamoscas,4,4.51876303,336.3451251,550,285
17-Jan-21,424,Papamoscas,5,4.844186976,353.5177467,550,285
17-Jan-21,424,Papamoscas,6,4.762684989,349.2168869,550,285
17-Jan-21,424,Papamoscas,7,4.816176471,352.0396324,550,285
17-Jan-21,424,Papamoscas,8,2.815111111,246.4434133,550,285
17-Jan-21,424,Papamoscas,9,4.066467831,312.4775075,550,285
17-Jan-21,429,Papamoscas,1,2.876172991,249.6656487,550,285
17-Jan-21,429,Papamoscas,2,2.747809419,242.8919031,550,285
19-Jan-21,670,Papamoscas,1,2.423904053,225.7994169,550,285
19-Jan-21,671,Papamoscas,1,3.091636364,261.0356509,550,285
19-Jan-21,676,Papamoscas,1,4.132616925,315.9681951,550,285
19-Jan-21,679,Papamoscas,1,3.132432432,263.1884595,550,285
30-Jan-21,701,Papamoscas,1,2.977259049,254.99996,550,285
30-Jan-21,701,Papamoscas,2,3.068715291,259.8261059,550,285
30-Jan-21,703,Papamoscas,1,3.446344626,279.7536059,550,285
30-Jan-21,703,Papamoscas,2,3.735508428,295.0127798,550,285
30-Jan-21,703,Papamoscas,3,2.767454585,243.9285785,550,285
30-Jan-21,703,Papamoscas,4,3.598090434,287.7612322,550,285
30-Jan-21,703,Papamoscas,5,3.539609723,284.6752051,550,285
30-Jan-21,703,Papamoscas,6,2.947874199,253.4493215,550,285
30-Jan-21,703,Papamoscas,7,3.287566211,271.374869,550,285
30-Jan-21,703,Papamoscas,8,3.373273091,275.897621,550,285
30-Jan-21,703,Papamoscas,9,2.696969697,240.2090909,550,285
30-Jan-21,703,Papamoscas,10,3.019058375,257.2057105,550,285
30-Jan-21,705,Papamoscas,1,2.976059774,254.9366743,550,285
30-Jan-21,705,Papamoscas,2,2.774368742,244.2934385,550,285
30-Jan-21,705,Papamoscas,3,3.604596457,288.104555,550,285
30-Jan-21,705,Papamoscas,4,3.180661578,265.7335115,550,285
30-Jan-21,705,Papamoscas,5,3.561284752,285.8189964,550,285
30-Jan-21,705,Papamoscas,6,2.691039113,239.896134,550,285
30-Jan-21,706,Papamoscas,1,4.01566249,309.7965096,550,285
30-Jan-21,706,Papamoscas,2,3.492277358,282.1774762,550,285
30-Jan-21,706,Papamoscas,3,4.231525394,321.1875951,550,285
30-Jan-21,706,Papamoscas,4,3.928954424,305.2209249,550,285
30-Jan-21,708,Papamoscas,1,4.605770314,340.9364995,550,285
30-Jan-21,708,Papamoscas,2,3.377511917,276.1213039,550,285
30-Jan-21,708,Papamoscas,3,3.812175493,299.0585008,550,285
30-Jan-21,708,Papamoscas,4,3.209550358,267.2579724,550,285
30-Jan-21,708,Papamoscas,5,3.285086246,271.2440012,550,285
30-Jan-21,708,Papamoscas,6,3.509433962,283.0828302,550,285
30-Jan-21,708,Papamoscas,7,3.547245283,285.0781336,550,285
30-Jan-21,712,Papamoscas,1,3.90443317,303.9269384,550,285
30-Jan-21,717,Papamoscas,1,3.462879856,280.62617,550,285
4-Feb-21,723,Papamoscas,1,3.461736004,280.5658089,550,285
4-Feb-21,723,Papamoscas,2,3.119995707,262.5321734,550,285
4-Feb-21,723,Papamoscas,3,3.800387885,298.4364687,550,285
4-Feb-21,723,Papamoscas,4,3.897142182,303.542193,550,285
4-Feb-21,725,Papamoscas,1,3.376051202,276.0442219,550,285
4-Feb-21,725,Papamoscas,2,3.539669223,284.6783449,550,285
4-Feb-21,725,Papamoscas,3,3.679723323,292.0689998,550,285
4-Feb-21,725,Papamoscas,4,2.637460141,237.0687717,550,285
4-Feb-21,725,Papamoscas,5,3.693215859,292.7810009,550,285
4-Feb-21,725,Papamoscas,6,3.225181217,268.0828128,550,285
4-Feb-21,725,Papamoscas,7,2.45650726,227.5198881,550,285
4-Feb-21,725,Papamoscas,8,4.005616065,309.2663598,550,285
4-Feb-21,725,Papamoscas,9,3.642138765,290.0856626,550,285
4-Feb-21,726,Papamoscas,1,3.513896839,283.3183362,550,285
4-Feb-21,728,Papamoscas,1,2.736903831,242.3164152,550,285
4-Feb-21,728,Papamoscas,2,2.286044071,218.5245456,550,285
4-Feb-21,729,Papamoscas,1,2.747623604,242.8820976,550,285
4-Feb-21,729,Papamoscas,2,3.04338411,258.4893795,550,285
4-Feb-21,729,Papamoscas,3,4.381762569,329.1156108,550,285
4-Feb-21,729,Papamoscas,4,3.30878553,272.4946124,550,285
4-Feb-21,730,Papamoscas,1,2.819,246.64863,550,285
4-Feb-21,731,Papamoscas,1,3.498679907,282.5153387,550,285
4-Feb-21,731,Papamoscas,2,3.250731159,269.4310832,550,285
4-Feb-21,731,Papamoscas,3,3.473546438,281.1890456,550,285
4-Feb-21,731,Papamoscas,4,3.583647529,286.9990801,550,285
4-Feb-21,731,Papamoscas,5,3.249423059,269.3620548,550,285
4-Feb-21,731,Papamoscas,6,3.079194095,260.3790724,550,285
4-Feb-21,731,Papamoscas,7,3.299803131,272.0206112,550,285
4-Feb-21,Pto.aislado,Papamoscas,1,2.2838451,218.4085059,550,285
12-Feb-21,733,Papamoscas,1,2.295681063,219.0330897,550,285
12-Feb-21,734,Papamoscas,1,3.433592769,279.0806904,550,285
12-Feb-21,734,Papamoscas,2,2.944223509,253.2566746,550,285
12-Feb-21,734,Papamoscas,3,3.256392212,269.729817,550,285
12-Feb-21,734,Papamoscas,4,2.987088916,255.5186821,550,285
12-Feb-21,734,Papamoscas,5,3.626550149,289.2630513,550,285
12-Feb-21,741,Papamoscas,1,3.992583436,308.5786279,550,285
12-Feb-21,741,Papamoscas,2,3.48318408,281.6976239,550,285
12-Feb-21,741,Papamoscas,3,4.025883092,310.3358508,550,285
12-Feb-21,741,Papamoscas,4,3.223593466,267.9990272,550,285
12-Feb-21,741,Papamoscas,5,3.624521,289.1559732,550,285
12-Feb-21,741,Papamoscas,6,3.738411619,295.1659811,550,285
12-Feb-21,743,Papamoscas,1,2.758901833,243.4772497,550,285
12-Feb-21,743,Papamoscas,2,2.681221605,239.3780641,550,285
12-Feb-21,745,Papamoscas,1,3.521596783,283.7246623,550,285
12-Feb-21,745,Papamoscas,2,3.447208562,279.7991958,550,285
12-Feb-21,745,Papamoscas,3,3.099762846,261.4644854,550,285
12-Feb-21,745,Papamoscas,4,2.640182112,237.21241,550,285
12-Feb-21,747,Papamoscas,1,3.182768103,265.8446728,550,285
12-Feb-21,747,Papamoscas,2,3.341918389,274.2430334,550,285
12-Feb-21,747,Papamoscas,3,3.863843388,301.7850156,550,285
12-Feb-21,747,Papamoscas,4,4.000677966,309.0057763,550,285
12-Feb-21,748,Papamoscas,1,3.655874815,290.810514,550,285
12-Feb-21,748,Papamoscas,2,3.356680124,275.0220101,550,285
12-Feb-21,749,Papamoscas,1,3.333182844,273.7820587,550,285
12-Feb-21,749,Papamoscas,2,2.686207632,239.6411767,550,285
12-Feb-21,749,Papamoscas,3,2.91781657,251.8631804,550,285
18-Feb-21,753,Papamoscas,1,4.03426283,310.7780495,550,285
18-Feb-21,758,Papamoscas,1,4.210236654,320.0641882,550,285
18-Feb-21,761,Papamoscas,1,3.103448276,261.6589655,550,285
23-Feb-21,772,Papamoscas,1,3.452977524,280.103624,550,285
23-Feb-21,772,Papamoscas,2,3.276341623,270.7825474,550,285
23-Feb-21,773,Papamoscas,1,2.67369157,238.9807042,550,285
23-Feb-21,773,Papamoscas,2,3.056258258,259.1687483,550,285
23-Feb-21,779,Papamoscas,1,2.919390062,251.9462136,550,285
23-Feb-21,779,Papamoscas,2,3.361297281,275.2656575,550,285
23-Feb-21,779,Papamoscas,3,3.487430413,281.9217029,550,285
23-Feb-21,779,Papamoscas,4,3.585903944,287.1181511,550,285
23-Feb-21,780,Papamoscas,1,2.605108055,235.3615521,550,285
23-Feb-21,780,Papamoscas,2,2.739711498,242.4645757,550,285
26-Feb-21,783,Papamoscas,1,2.190473762,213.4813004,550,285
26-Feb-21,783,Papamoscas,2,2.274449565,217.9127035,550,285
26-Feb-21,789,Papamoscas,1,2.449238308,227.1363055,550,285
26-Feb-21,789,Papamoscas,2,2.21768926,214.9174623,550,285
26-Feb-21,790,Papamoscas,1,3.094150175,261.1683047,550,285
26-Feb-21,790,Papamoscas,2,3.293102187,271.6670024,550,285
26-Feb-21,790,Papamoscas,3,2.944255431,253.2583591,550,285
26-Feb-21,790,Papamoscas,4,2.963291372,254.2628857,550,285
26-Feb-21,790,Papamoscas,5,3.034060371,257.9973658,550,285
26-Feb-21,791,Papamoscas,1,3.514901961,283.3713765,550,285
26-Feb-21,791,Papamoscas,2,3.043134328,258.4761985,550,285
26-Feb-21,791,Papamoscas,3,2.368388834,222.8698788,550,285
26-Feb-21,791,Papamoscas,4,2.790196744,245.1286822,550,285
26-Feb-21,791,Papamoscas,5,2.731974701,242.056305,550,285
26-Feb-21,791,Papamoscas,6,2.533354646,231.5751247,550,285
26-Feb-21,793,Papamoscas,1,2.68657675,239.6606551,550,285
26-Feb-21,793,Papamoscas,2,2.10333689,208.8830877,550,285
26-Feb-21,793,Papamoscas,3,2.572000957,233.6144905,550,285
26-Feb-21,793,Papamoscas,4,3.088285381,260.8588196,550,285
26-Feb-21,793,Papamoscas,5,2.261839847,217.2472887,550,285
26-Feb-21,793,Papamoscas,6,2.521927994,230.9721403,550,285
26-Feb-21,793,Papamoscas,7,2.460638298,227.737883,550,285
26-Feb-21,793,Papamoscas,8,2.5625625,233.1164231,550,285
26-Feb-21,793,Papamoscas,9,3.056987508,259.2072308,550,285
26-Feb-21,793,Papamoscas,10,2.751438265,243.0833973,550,285
26-Feb-21,793,Papamoscas,11,2.853283898,248.4577913,550,285
26-Feb-21,793,Papamoscas,12,2.669321863,238.7501147,550,285
26-Feb-21,793,Papamoscas,13,2.56482318,233.2357192,550,285
26-Feb-21,793,Papamoscas,14,2.273560961,217.8658119,550,285
13-Mar-21,798,Papamoscas,1,3.734050992,294.9358708,550,285
13-Mar-21,800,Papamoscas,1,3.155089919,264.384095,550,285
13-Mar-21,800,Papamoscas,2,3.249246145,269.352719,550,285
13-Mar-21,809,Papamoscas,1,3.24808836,269.2916228,550,285
13-Mar-21,809,Papamoscas,2,3.485199962,281.804002,550,285
13-Mar-21,813,Papamoscas,1,3.308403425,272.4744487,550,285
13-Mar-21,818,Papamoscas,1,3.561352401,285.8225662,550,285
13-Mar-21,818,Papamoscas,2,3.877201994,302.4899492,550,285
13-Mar-21,819,Papamoscas,1,3.565639191,286.0487801,550,285
13-Mar-21,822,Papamoscas,1,3.146006447,263.9047602,550,285
13-Mar-21,822,Papamoscas,2,2.856463716,248.6255903,550,285
27-Mar-21,823,Papamoscas,1,2.212464253,214.6417386,550,285
27-Mar-21,823,Papamoscas,2,2.405866178,224.8475582,550,285
27-Mar-21,823,Papamoscas,3,2.74199921,242.5852983,550,285
27-Mar-21,823,Papamoscas,4,2.259950879,217.1476079,550,285
27-Mar-21,825,Papamoscas,1,4.075292052,312.9431616,550,285
27-Mar-21,825,Papamoscas,2,3.291810931,271.5988628,550,285
27-Mar-21,825,Papamoscas,3,3.418878049,278.3041946,550,285
27-Mar-21,825,Papamoscas,4,2.597541576,234.962269,550,285
27-Mar-21,825,Papamoscas,5,3.349732877,274.6554039,550,285
27-Mar-21,826,Papamoscas,1,2.81451059,246.4117239,550,285
27-Mar-21,826,Papamoscas,2,3.13783128,263.4733567,550,285
27-Mar-21,826,Papamoscas,3,3.05491142,259.0976756,550,285
27-Mar-21,826,Papamoscas,4,3.184499783,265.9360535,550,285
27-Mar-21,826,Papamoscas,5,2.899399027,250.8912867,550,285
27-Mar-21,826,Papamoscas,6,2.981036603,255.1993015,550,285
27-Mar-21,826,Papamoscas,7,2.937074082,252.8793993,550,285
27-Mar-21,826,Papamoscas,8,2.974,254.82798,550,285
27-Mar-21,826,Papamoscas,9,2.891966666,250.499081,550,285
27-Mar-21,827,Papamoscas,1,3.795054746,298.155039,550,285
27-Mar-21,827,Papamoscas,2,2.832031386,247.3362963,550,285
27-Mar-21,827,Papamoscas,3,3.153947271,264.3237975,550,285
27-Mar-21,827,Papamoscas,4,3.057792029,259.2496854,550,285
27-Mar-21,827,Papamoscas,5,3.040497442,258.33705,550,285
27-Mar-21,827,Papamoscas,6,2.881862714,249.9658954,550,285
27-Mar-21,827,Papamoscas,7,3.414703122,278.0838838,550,285
27-Mar-21,827,Papamoscas,8,3.186927917,266.0641862,550,285
27-Mar-21,829,Papamoscas,1,3.134727347,263.3095621,550,285
27-Mar-21,829,Papamoscas,2,3.805213462,298.6911144,550,285
27-Mar-21,829,Papamoscas,3,2.232189679,215.6826494,550,285
27-Mar-21,829,Papamoscas,4,2.288891463,218.6748025,550,285
27-Mar-21,829,Papamoscas,5,2.725168568,241.6971454,550,285
27-Mar-21,830,Papamoscas,1,2.636515622,237.0189294,550,285
27-Mar-21,830,Papamoscas,2,2.619390347,236.1152286,550,285
27-Mar-21,830,Papamoscas,3,3.916737288,304.5762267,550,285
27-Mar-21,830,Papamoscas,4,2.485568969,229.0534745,550,285
27-Mar-21,830,Papamoscas,5,2.671018552,238.839649,550,285
27-Mar-21,831,Papamoscas,1,3.342697735,274.2841595,550,285
27-Mar-21,831,Papamoscas,2,3.338496377,274.0624538,550,285
27-Mar-21,831,Papamoscas,3,3.134023171,263.2724027,550,285
27-Mar-21,833,Papamoscas,1,3.024252745,257.4798174,550,285
27-Mar-21,833,Papamoscas,2,2.645399393,237.487726,550,285
27-Mar-21,833,Papamoscas,3,2.565524893,233.2727486,550,285
27-Mar-21,833,Papamoscas,4,3.326997615,273.4556641,550,285
27-Mar-21,833,Papamoscas,5,2.13125,210.3560625,550,285
27-Mar-21,833,Papamoscas,6,2.746283559,242.8113834,550,285
27-Mar-21,834,Papamoscas,1,2.581252828,234.1027117,550,285
27-Mar-21,834,Papamoscas,2,3.722710679,294.3374425,550,285
27-Mar-21,834,Papamoscas,3,2.648424835,237.6473785,550,285
27-Mar-21,834,Papamoscas,4,2.716128775,241.2201154,550,285
27-Mar-21,834,Papamoscas,5,2.606031942,235.4103056,550,285
27-Mar-21,834,Papamoscas,6,2.290583913,218.7641131,550,285
27-Mar-21,835,Papamoscas,1,3.760294229,296.3207265,550,285
27-Mar-21,835,Papamoscas,2,3.501920615,282.6863508,550,285
27-Mar-21,835,Papamoscas,3,3.57477463,286.5308572,550,285
27-Mar-21,835,Papamoscas,4,3.522409585,283.7675538,550,285
27-Mar-21,835,Papamoscas,5,4.105574624,314.5411729,550,285
27-Mar-21,835,Papamoscas,6,3.350430323,274.6922081,550,285
27-Mar-21,835,Papamoscas,7,3.544701265,284.9438857,550,285
29-Mar-21,842,Papamoscas,1,,,550,285
3-Apr-21,855,Papamoscas,1,2.341091204,221.4293828,550,285
3-Apr-21,855,Papamoscas,2,2.10512591,208.9774943,550,285
3-Apr-21,856,Papamoscas,1,3.280318413,270.9924026,550,285
3-Apr-21,856,Papamoscas,2,3.3005075,272.0577808,550,285
3-Apr-21,857,Papamoscas,1,4.088569181,313.6437957,550,285
3-Apr-21,858,Papamoscas,1,3.312918394,272.7127037,550,285
3-Apr-21,858,Papamoscas,2,3.364939759,275.4578711,550,285
3-Apr-21,858,Papamoscas,3,3.262336971,270.043522,550,285
3-Apr-21,858,Papamoscas,4,3.120623501,262.5653022,550,285
3-Apr-21,859,Papamoscas,1,3.6260454,289.2364158,550,285
3-Apr-21,860,Papamoscas,1,4.047885523,311.4969191,550,285
3-Apr-21,861,Papamoscas,1,3.614780237,288.6419531,550,285
3-Apr-21,861,Papamoscas,2,2.615374576,235.9033164,550,285
3-Apr-21,861,Papamoscas,3,3.363859112,275.4008453,550,285
3-Apr-21,861,Papamoscas,4,3.317932339,272.9772895,550,285
3-Apr-21,862,Papamoscas,1,2.604835468,235.3471676,550,285
3-Apr-21,864,Papamoscas,1,2.567570057,233.3806719,550,285
3-Apr-21,865,Papamoscas,1,2.281711991,218.2959418,550,285
3-Apr-21,865,Papamoscas,2,1.889914551,197.6207909,550,285
3-Apr-21,865,Papamoscas,3,2.769384821,244.030437,550,285
3-Apr-21,866,Papamoscas,1,2.9334828,252.6898874,550,285
3-Apr-21,871,Papamoscas,1,3.601251539,287.9280437,550,285
3-Apr-21,871,Papamoscas,2,2.631578947,236.7584211,550,285
3-Apr-21,872,Papamoscas,1,2.663541774,238.4450994,550,285
3-Apr-21,872,Papamoscas,2,2.675627919,239.0828853,550,285
3-Apr-21,872,Papamoscas,3,2.961777995,254.1830248,550,285
3-Apr-21,873,Papamoscas,1,3.529111669,284.1212228,550,285
4-Apr-21,877,Papamoscas,1,3.359733531,275.1831384,550,285
4-Apr-21,877,Papamoscas,2,3.125155726,262.8044677,550,285
4-Apr-21,879,Papamoscas,1,2.834778569,247.4812651,550,285
4-Apr-21,879,Papamoscas,2,2.820582121,246.7321185,550,285
4-Apr-21,879,Papamoscas,3,2.323439878,220.4979224,550,285
4-Apr-21,879,Papamoscas,4,2.86670953,249.1662619,550,285
4-Apr-21,879,Papamoscas,5,2.556239372,232.7827516,550,285
4-Apr-21,879,Papamoscas,6,2.446868801,227.0112666,550,285
4-Apr-21,879,Papamoscas,7,2.656789166,238.0887643,550,285
4-Apr-21,880,Papamoscas,1,3.13550304,263.3504954,550,285
4-Apr-21,880,Papamoscas,2,3.038560627,258.2348443,550,285
4-Apr-21,880,Papamoscas,3,3.296070758,271.8236539,550,285
4-Apr-21,880,Papamoscas,4,2.961626936,254.1750534,550,285
4-Apr-21,880,Papamoscas,5,2.468169831,228.135322,550,285
4-Apr-21,881,Papamoscas,1,3.963097172,307.0226378,550,285
4-Apr-21,881,Papamoscas,2,3.142022117,263.6945071,550,285
4-Apr-21,881,Papamoscas,3,3.660461566,291.0525568,550,285
4-Apr-21,881,Papamoscas,4,3.50800599,283.0074761,550,285
4-Apr-21,881,Papamoscas,5,3.714206836,293.8886947,550,285
4-Apr-21,881,Papamoscas,6,3.333175259,273.7816584,550,285
4-Apr-21,882,Papamoscas,1,3.689337924,292.5763623,550,285
4-Apr-21,882,Papamoscas,2,3.047401006,258.7013511,550,285
4-Apr-21,882,Papamoscas,3,3.117337735,262.3919123,550,285
4-Apr-21,884,Papamoscas,1,3.70845481,293.5851603,550,285
4-Apr-21,884,Papamoscas,2,2.309994607,219.7884154,550,285
4-Apr-21,884,Papamoscas,3,2.206019152,214.3016306,550,285
4-Apr-21,885,Papamoscas,1,3.056336957,259.1729012,550,285
4-Apr-21,885,Papamoscas,2,2.974929016,254.8770042,550,285
4-Apr-21,885,Papamoscas,3,2.264980516,217.4130218,550,285
4-Apr-21,885,Papamoscas,4,2.392889101,224.1627579,550,285
4-Apr-21,885,Papamoscas,5,2.177711064,212.8078128,550,285
4-Apr-21,885,Papamoscas,6,2.417006982,225.4354584,550,285
4-Apr-21,890,Papamoscas,1,2.919931034,251.9747607,550,285
4-Apr-21,890,Papamoscas,2,2.48981171,229.2773639,550,285
4-Apr-21,890,Papamoscas,3,2.261367648,217.2223708,550,285
4-Apr-21,890,Papamoscas,4,2.889600743,250.3742312,550,285
4-Apr-21,894,Papamoscas,1,2.931407563,252.5803771,550,285
4-Apr-21,894,Papamoscas,2,3.034459229,258.0184135,550,285
4-Apr-21,894,Papamoscas,3,3.073327326,260.069483,550,285
4-Apr-21,894,Papamoscas,4,3.21822691,267.715834,550,285
